"REF_DATE","GEO","DGUID","Population centre and rural areas","Class of worker","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6659.9","","","","1"
"2011-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6678.5","","","","1"
"2011-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6649.4","","","","1"
"2012-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6550.1","","","","1"
"2012-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6545.7","","","","1"
"2012-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6581.9","","","","1"
"2012-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6655.3","","","","1"
"2012-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6735.7","","","","1"
"2012-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6791.6","","","","1"
"2012-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6791.4","","","","1"
"2012-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6795.5","","","","1"
"2012-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6720.3","","","","1"
"2012-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6730.2","","","","1"
"2012-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6758.2","","","","1"
"2012-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6779.2","","","","1"
"2013-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6653.3","","","","1"
"2013-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6707.1","","","","1"
"2013-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6672.6","","","","1"
"2013-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6739.2","","","","1"
"2013-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6880.6","","","","1"
"2013-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6929.1","","","","1"
"2013-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6884.3","","","","1"
"2013-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6917.3","","","","1"
"2013-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6842.0","","","","1"
"2013-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6840.2","","","","1"
"2013-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6833.4","","","","1"
"2013-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6783.2","","","","1"
"2014-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6694.7","","","","1"
"2014-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6718.8","","","","1"
"2014-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6699.9","","","","1"
"2014-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6777.6","","","","1"
"2014-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6893.4","","","","1"
"2014-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6955.1","","","","1"
"2014-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6947.4","","","","1"
"2014-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6940.7","","","","1"
"2014-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6863.5","","","","1"
"2014-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6892.6","","","","1"
"2014-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6857.1","","","","1"
"2014-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6839.5","","","","1"
"2015-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6732.3","","","","1"
"2015-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6776.3","","","","1"
"2015-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6776.9","","","","1"
"2015-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6806.1","","","","1"
"2015-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6961.4","","","","1"
"2015-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7022.9","","","","1"
"2015-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6974.0","","","","1"
"2015-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7003.6","","","","1"
"2015-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6883.3","","","","1"
"2015-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6911.6","","","","1"
"2015-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6899.7","","","","1"
"2015-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6895.4","","","","1"
"2016-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6818.3","","","","1"
"2016-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6837.5","","","","1"
"2016-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6826.0","","","","1"
"2016-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6867.7","","","","1"
"2016-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7047.5","","","","1"
"2016-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7085.5","","","","1"
"2016-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7015.4","","","","1"
"2016-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7035.9","","","","1"
"2016-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6943.1","","","","1"
"2016-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6992.4","","","","1"
"2016-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7014.7","","","","1"
"2016-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6992.6","","","","1"
"2017-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6940.2","","","","1"
"2017-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6954.6","","","","1"
"2017-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6943.2","","","","1"
"2017-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6992.8","","","","1"
"2017-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7164.1","","","","1"
"2017-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7212.0","","","","1"
"2017-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7211.8","","","","1"
"2017-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7226.3","","","","1"
"2017-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7142.1","","","","1"
"2017-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7187.0","","","","1"
"2017-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7228.8","","","","1"
"2017-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7204.5","","","","1"
"2018-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7068.6","","","","1"
"2018-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7087.3","","","","1"
"2018-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7096.5","","","","1"
"2018-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7150.8","","","","1"
"2018-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7280.7","","","","1"
"2018-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7361.4","","","","1"
"2018-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7395.1","","","","1"
"2018-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7322.0","","","","1"
"2018-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7256.2","","","","1"
"2018-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7293.6","","","","1"
"2018-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7317.0","","","","1"
"2018-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7321.6","","","","1"
"2019-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7229.8","","","","1"
"2019-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7283.9","","","","1"
"2019-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7257.0","","","","1"
"2019-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7341.2","","","","1"
"2019-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7502.4","","","","1"
"2019-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7539.0","","","","1"
"2019-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7488.4","","","","1"
"2019-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7542.5","","","","1"
"2019-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7484.3","","","","1"
"2019-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7476.7","","","","1"
"2019-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7503.8","","","","1"
"2019-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7501.0","","","","1"
"2020-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7409.9","","","","1"
"2020-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7415.4","","","","1"
"2020-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6943.4","","","","1"
"2020-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6296.8","","","","1"
"2020-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6369.9","","","","1"
"2020-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6828.8","","","","1"
"2020-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6937.0","","","","1"
"2020-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7087.0","","","","1"
"2020-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7202.4","","","","1"
"2020-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7263.0","","","","1"
"2020-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7300.1","","","","1"
"2020-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7256.9","","","","1"
"2021-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","6984.2","","","","1"
"2021-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7133.4","","","","1"
"2021-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7271.0","","","","1"
"2021-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7186.8","","","","1"
"2021-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7255.3","","","","1"
"2021-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7436.9","","","","1"
"2021-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7483.2","","","","1"
"2021-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7505.3","","","","1"
"2021-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7520.9","","","","1"
"2021-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7589.1","","","","1"
"2021-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7660.2","","","","1"
"2021-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7693.1","","","","1"
"2022-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7432.1","","","","1"
"2022-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7641.3","","","","1"
"2022-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7646.8","","","","1"
"2022-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7722.0","","","","1"
"2022-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7847.0","","","","1"
"2022-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7858.7","","","","1"
"2022-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7825.3","","","","1"
"2022-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7792.4","","","","1"
"2022-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7682.4","","","","1"
"2022-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7755.8","","","","1"
"2022-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7778.4","","","","1"
"2022-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7797.4","","","","1"
"2023-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7754.1","","","","1"
"2023-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Total employed, all industries","Persons","249","thousands","3","v1235027639","7.1.1.1","7790.1","","","","1"
"2011-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1428.5","","","","1"
"2011-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1419.4","","","","1"
"2011-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1388.6","","","","1"
"2012-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1364.8","","","","1"
"2012-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1360.8","","","","1"
"2012-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1372.4","","","","1"
"2012-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1401.5","","","","1"
"2012-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1448.3","","","","1"
"2012-06","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1467.8","","","","1"
"2012-07","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1474.3","","","","1"
"2012-08","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1486.5","","","","1"
"2012-09","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1449.6","","","","1"
"2012-10","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1431.2","","","","1"
"2012-11","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1430.0","","","","1"
"2012-12","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1408.7","","","","1"
"2013-01","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1342.2","","","","1"
"2013-02","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1366.4","","","","1"
"2013-03","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1361.2","","","","1"
"2013-04","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1398.1","","","","1"
"2013-05","Ontario","2016A000235","Total, all population centres and rural areas","Total employed, all classes of workers","Goods-producing sector","Persons","249","thousands","3","v1235027640","7.1.1.2","1438.8","","","","1"
